time,temperature_2m_mean (°C),cloud_cover_mean (%),rain_sum (mm),wind_gusts_10m_max (km/h)
20/12/2013,25.9,41,0,28.4
21/12/2013,23,35,0,49.3
22/12/2013,25.3,75,0,36.4
23/12/2013,26.7,93,0,52.2
24/12/2013,20.4,99,0.1,41.4
25/12/2013,20.9,100,12.4,32.8
26/12/2013,21.1,55,4.2,36.4
27/12/2013,21,61,0,38.5
28/12/2013,22,34,0,46.1
29/12/2013,20.3,19,0,61.2
30/12/2013,20.2,40,0,45.4
31/12/2013,21.5,42,0.4,48.2
1/01/2014,22.5,91,0.4,45
2/01/2014,24.9,90,0,61.2
3/01/2014,22.2,52,0.9,38.9
4/01/2014,21.8,12,0,49.3
5/01/2014,22.7,22,0.1,56.9
6/01/2014,22.9,7,0.1,41
7/01/2014,19.1,72,0.6,41.4
8/01/2014,18.8,90,1.9,36
9/01/2014,20.5,98,0.5,35.3
10/01/2014,21.5,45,1.6,37.8
11/01/2014,23.4,41,0,33.5
12/01/2014,22.4,45,0,44.3
13/01/2014,21.4,39,0,36.4
14/01/2014,22.5,3,0,43.9
15/01/2014,24.3,1,0,44.6
16/01/2014,24.1,0,0,40
17/01/2014,23.8,2,0,48.2
18/01/2014,24.2,2,0,43.2
19/01/2014,22.8,36,0,42.5
20/01/2014,22.6,82,0.6,43.2
21/01/2014,22.3,99,2.8,37.1
22/01/2014,21.8,95,0.3,46.1
23/01/2014,21.7,90,1.2,34.9
24/01/2014,23.4,99,3.2,37.4
25/01/2014,20.5,51,0,59.4
26/01/2014,19.8,82,0.2,28.8
27/01/2014,21.7,21,0,42.8
28/01/2014,22.8,1,0,48.2
29/01/2014,23.2,0,0,43.6
30/01/2014,22.7,2,0,44.6
31/01/2014,23.3,1,0,38.2
1/02/2014,23,22,0,36.7
2/02/2014,23.3,3,0,49.3
3/02/2014,23.2,7,0,46.4
4/02/2014,21.2,78,1.2,59.8
5/02/2014,19.7,91,0.1,40.3
6/02/2014,19.8,77,0,28.8
7/02/2014,20.7,2,0,39.6
8/02/2014,22.7,0,0,44.3
9/02/2014,23.2,3,0,44.3
10/02/2014,22,77,0,46.8
11/02/2014,22.8,82,0.6,42.5
12/02/2014,22.9,96,1.9,39.6
13/02/2014,23.6,99,0.2,46.8
14/02/2014,22.5,100,5.2,27
15/02/2014,22.6,100,6.3,23.4
16/02/2014,22.4,100,16.8,42.5
17/02/2014,21,63,1.8,38.2
18/02/2014,21.1,68,0.4,28.4
19/02/2014,22.9,70,16.6,44.6
20/02/2014,22.5,35,0,31.7
21/02/2014,20.5,27,0,42.1
22/02/2014,20.3,66,2.1,35.3
23/02/2014,20.8,74,0.7,34.2
24/02/2014,21.6,42,0.2,36.7
25/02/2014,22.2,11,0,45.4
26/02/2014,23.7,89,0.8,34.9
27/02/2014,21.5,98,1,47.9
28/02/2014,20.7,100,3.7,39.2
1/03/2014,20.2,99,11.9,28.1
2/03/2014,19.9,75,8.4,25.9
3/03/2014,21.3,68,1.3,38.5
4/03/2014,22,63,0.4,31
5/03/2014,22,38,0.7,25.2
6/03/2014,21.5,90,1.2,38.2
7/03/2014,22.3,52,0,34.2
8/03/2014,22.4,37,0.2,41.4
9/03/2014,22.6,26,0.1,35.6
10/03/2014,22.5,8,0.2,37.1
11/03/2014,22.1,11,0,33.1
12/03/2014,22.2,51,1,26.6
13/03/2014,21.5,76,3.2,30.6
14/03/2014,22.5,46,0,38.2
15/03/2014,22.5,58,2.8,28.1
16/03/2014,23,40,1.7,45
17/03/2014,20.7,0,0,25.2
18/03/2014,22,35,0,20.5
19/03/2014,21.4,32,3.5,41.8
20/03/2014,21.7,71,0.9,32.8
21/03/2014,22.1,58,1.6,34.6
22/03/2014,21.8,68,1.3,26.6
23/03/2014,22.7,71,0.7,29.2
24/03/2014,20,97,17.6,43.6
25/03/2014,20.9,65,2.5,29.5
26/03/2014,21,100,13.9,28.1
27/03/2014,21.3,100,9.9,33.5
28/03/2014,20.5,94,11.4,14.4
29/03/2014,21.1,78,0.4,29.2
30/03/2014,21,50,4.4,24.8
31/03/2014,20.6,56,2.9,27.4
1/04/2014,21.2,45,0,24.1
2/04/2014,21.5,46,0,25.2
3/04/2014,22.1,79,0.5,33.1
4/04/2014,20.2,100,6.1,34.9
5/04/2014,20.4,71,1.8,36
6/04/2014,19.3,66,1.1,42.1
7/04/2014,19.5,73,0.7,37.8
8/04/2014,20.1,98,0.3,21.2
9/04/2014,19.8,67,0.9,25.6
10/04/2014,20.1,95,4.6,16.6
11/04/2014,21.4,59,6.4,46.1
12/04/2014,19.2,54,0,63
13/04/2014,18.5,63,0,42.1
14/04/2014,17.6,49,0.9,42.8
15/04/2014,17.8,74,0.5,41.4
16/04/2014,18.1,36,0,39.6
17/04/2014,18.3,16,0,28.1
18/04/2014,19,3,0,23
19/04/2014,17.7,24,0,36.7
20/04/2014,18,33,0,25.9
21/04/2014,17.6,48,0,26.3
22/04/2014,17.9,97,0,22.7
23/04/2014,18,44,0,13.7
24/04/2014,20.1,43,0,38.2
25/04/2014,18.8,68,3.5,34.9
26/04/2014,19.2,100,0,26.3
27/04/2014,18,93,0.3,41.8
28/04/2014,18.2,74,0.6,24.5
29/04/2014,19.7,48,0,31.3
30/04/2014,19.2,51,2.6,32.4
1/05/2014,16.4,9,0,21.2
2/05/2014,17.1,55,0,43.2
3/05/2014,13.2,93,3.2,54
4/05/2014,13.7,50,2.4,55.4
5/05/2014,14,18,0,25.9
6/05/2014,14.8,22,0,22
7/05/2014,15.7,19,0,37.1
8/05/2014,15.7,44,0,40.3
9/05/2014,15.9,53,0,23
10/05/2014,17.2,66,0,25.9
11/05/2014,16.8,28,2.3,34.2
12/05/2014,17.3,26,0.5,30.6
13/05/2014,16.5,33,0.7,21.6
14/05/2014,16.4,16,0,22.3
15/05/2014,16.5,11,0,15.8
16/05/2014,16.8,0,0,15.1
17/05/2014,17.4,78,0,17.3
18/05/2014,17.1,87,0,23
19/05/2014,17.8,34,0,23
20/05/2014,18.5,87,0,22.3
21/05/2014,17.2,7,0,22.3
22/05/2014,17.5,19,0,20.5
23/05/2014,17.9,28,0,23.4
24/05/2014,18.4,33,0,20.5
25/05/2014,18.5,17,0,32.8
26/05/2014,18.7,29,0,22.7
27/05/2014,20.2,76,0,44.3
28/05/2014,18.9,15,0,42.8
29/05/2014,16.4,34,0.1,29.9
30/05/2014,17.2,67,0.3,25.9
31/05/2014,17.2,47,2.9,33.1
1/06/2014,17,76,0.3,34.6
2/06/2014,15.8,35,0,25.9
3/06/2014,14.5,1,0,24.8
4/06/2014,15.3,35,0,19.8
5/06/2014,15.7,85,5.8,22.7
6/06/2014,14.5,63,12,45.4
7/06/2014,14.9,33,0,32.8
8/06/2014,13.9,21,0,43.6
9/06/2014,14,35,3.1,36.7
10/06/2014,15.6,57,1.2,32.8
11/06/2014,14.6,41,0,24.5
12/06/2014,14.8,74,0,23.8
13/06/2014,14.9,86,0,22
14/06/2014,15.3,57,4.9,22
15/06/2014,13.2,47,2.5,49.7
16/06/2014,13.2,1,0,26.3
17/06/2014,14.5,11,0,42.5
18/06/2014,14.2,9,0,21.6
19/06/2014,13.7,63,0,27.4
20/06/2014,15.6,41,0,46.8
21/06/2014,13.7,4,0,15.5
22/06/2014,12.9,24,0,15.1
23/06/2014,14.2,80,0,42.1
24/06/2014,13.3,2,0,64.1
25/06/2014,13.9,4,0,57.6
26/06/2014,14.3,15,0,40
27/06/2014,13.9,72,0,26.3
28/06/2014,14.1,17,0.7,59.8
29/06/2014,11.8,13,0,60.5
30/06/2014,11.3,10,0,44.3
1/07/2014,12.4,2,0,35.6
2/07/2014,12.4,1,0,26.3
3/07/2014,11.2,1,0,14.4
4/07/2014,12.4,0,0,29.9
5/07/2014,12.1,8,0,51.8
6/07/2014,12.2,4,0,44.3
7/07/2014,12.5,2,0,39.6
8/07/2014,11.6,1,0,19.8
9/07/2014,12.6,16,0,47.5
10/07/2014,11.6,9,0,55.1
11/07/2014,12.5,5,0,36
12/07/2014,11.7,10,0,47.9
13/07/2014,11.3,22,0,34.2
14/07/2014,12.5,61,0.4,27.7
15/07/2014,13.6,99,0.3,21.6
16/07/2014,13.9,49,3.1,40
17/07/2014,12.9,10,0,53.6
18/07/2014,10.6,32,0,56.9
19/07/2014,12.1,41,0,59.4
20/07/2014,13.1,74,0,44.3
21/07/2014,12.5,90,0,21.2
22/07/2014,12.2,49,0.8,20.9
23/07/2014,12.8,43,0,19.4
24/07/2014,12.9,50,0.4,24.5
25/07/2014,14.9,34,0.6,51.1
26/07/2014,14.2,45,9.2,29.2
27/07/2014,13.2,15,0,27.4
28/07/2014,13,69,0,25.9
29/07/2014,15.3,70,0,47.5
30/07/2014,16.2,13,0,37.1
31/07/2014,17.2,0,0,56.9
1/08/2014,14.6,6,0,49.3
2/08/2014,10.9,4,0,44.3
3/08/2014,12,32,0.2,24.5
4/08/2014,12.7,35,0,22
5/08/2014,12.2,1,0,28.1
6/08/2014,12.2,0,0,27
7/08/2014,12.4,10,0,28.8
8/08/2014,12.8,40,0.1,27.4
9/08/2014,13.7,42,0,25.2
10/08/2014,13.9,56,0,37.1
11/08/2014,11.2,27,0,36
12/08/2014,11.2,53,2.2,42.5
13/08/2014,12.1,34,1.2,33.8
14/08/2014,12.3,9,0,25.9
15/08/2014,13.2,17,0,24.8
16/08/2014,12.9,82,6.4,27
17/08/2014,14.3,75,29.7,41
18/08/2014,12.8,95,16.2,77.4
19/08/2014,13.8,68,6.5,68.8
20/08/2014,13.3,56,0,42.8
21/08/2014,13.3,66,1.9,32.8
22/08/2014,14.2,56,4.2,32.4
23/08/2014,13.6,75,3.7,25.2
24/08/2014,14.3,27,0.1,19.8
25/08/2014,14,29,3.9,29.9
26/08/2014,13.8,94,17,33.1
27/08/2014,14.8,58,4.6,45.7
28/08/2014,14.4,47,2,45.7
29/08/2014,13.8,51,1,45.7
30/08/2014,14.6,84,0,52.6
31/08/2014,15.1,24,0,24.1
1/09/2014,15.2,69,0,21.6
2/09/2014,13.8,85,5.4,52.2
3/09/2014,12.4,52,2.6,73.4
4/09/2014,13,40,0,52.2
5/09/2014,13.2,65,1.9,45.7
6/09/2014,14.2,57,4.7,38.5
7/09/2014,14.1,60,2.2,28.4
8/09/2014,14.1,34,0.2,34.2
9/09/2014,16.7,40,0,38.2
10/09/2014,17.6,46,1.9,59.8
11/09/2014,16.4,0,0,25.6
12/09/2014,14.8,84,0.4,28.8
13/09/2014,15.1,63,0.5,27
14/09/2014,15.5,32,0,33.8
15/09/2014,16.1,54,0,36.7
16/09/2014,17.4,49,0,42.1
17/09/2014,16.4,10,0,43.9
18/09/2014,14.1,25,0,37.1
19/09/2014,13.4,70,0,22
20/09/2014,13.4,20,0,38.2
21/09/2014,14.9,22,0,30.2
22/09/2014,15.6,29,0,29.5
23/09/2014,15.2,0,0,34.2
24/09/2014,17.1,39,0,29.5
25/09/2014,17.5,83,7.2,38.9
26/09/2014,15.8,51,0,39.2
27/09/2014,16.1,42,0,30.6
28/09/2014,16.7,0,0,37.4
29/09/2014,20.8,0,0,28.1
30/09/2014,22.4,11,0.2,62.6
1/10/2014,16.9,4,0,49.7
2/10/2014,16.3,0,0,29.5
3/10/2014,16.6,44,0.1,34.6
4/10/2014,18.6,36,0,38.5
5/10/2014,19.8,22,0,50.4
6/10/2014,19.8,57,0,39.2
7/10/2014,21.8,40,0.8,43.6
8/10/2014,16.4,59,2.3,38.9
9/10/2014,17.2,28,0.3,40.3
10/10/2014,18.3,41,0,46.1
11/10/2014,19.3,10,0,36
12/10/2014,20.2,13,0,45.7
13/10/2014,20,58,28.1,54.4
14/10/2014,14.8,70,24.1,76.3
15/10/2014,13.1,94,25.9,72
16/10/2014,15.7,24,0,31
17/10/2014,15,26,0.3,45
18/10/2014,15.9,37,0,37.1
19/10/2014,17.8,2,0,31.3
20/10/2014,16.9,74,0.3,55.1
21/10/2014,16.2,97,0,27.7
22/10/2014,17.5,24,0,37.8
23/10/2014,18.9,48,0.2,33.8
24/10/2014,19.9,72,0,49.3
25/10/2014,20.5,56,0,38.9
26/10/2014,20.5,33,0,43.2
27/10/2014,22.2,53,0,61.9
28/10/2014,20.6,21,0,44.6
29/10/2014,18.5,4,0,43.6
30/10/2014,20.3,20,0,29.9
31/10/2014,22.2,37,0,40.7
1/11/2014,25.1,30,1.1,72.4
2/11/2014,17.1,0,0,43.9
3/11/2014,16.7,45,0,44.6
4/11/2014,18.9,55,0,49.7
5/11/2014,19.6,68,5,41.4
6/11/2014,17.7,72,0.3,40.3
7/11/2014,17.6,54,0,42.1
8/11/2014,18.6,27,0,44.6
9/11/2014,19.5,40,0,42.8
10/11/2014,19.2,68,0,44.6
11/11/2014,17.7,80,0.6,39.2
12/11/2014,18.5,55,0,45
13/11/2014,19.8,50,0,45
14/11/2014,24.6,66,0,56.5
15/11/2014,19.5,84,0,43.6
16/11/2014,20.8,52,6.5,74.2
17/11/2014,19.1,17,0,47.2
18/11/2014,19.9,10,0,47.2
19/11/2014,19.9,58,0,46.4
20/11/2014,22.7,64,0,41.4
21/11/2014,25.4,42,0,55.4
22/11/2014,21.1,41,0,37.4
23/11/2014,23.4,27,0.1,41
24/11/2014,22.6,77,2.3,42.8
25/11/2014,21.4,88,0,49
26/11/2014,20.7,64,0,42.8
27/11/2014,19.2,58,0.2,44.3
28/11/2014,19.4,45,0.4,40.7
29/11/2014,20.9,29,0,41
30/11/2014,22.4,49,6,43.6
1/12/2014,23,77,2.5,38.2
2/12/2014,24,49,2.1,43.2
3/12/2014,23.6,88,12.1,36.4
4/12/2014,23.6,99,0.9,46.8
5/12/2014,22.9,76,1.3,35.3
6/12/2014,21.6,80,20.5,33.1
7/12/2014,22.6,55,7.1,40.3
8/12/2014,24.1,51,1,45
9/12/2014,21.2,85,1,39.6
10/12/2014,21.5,95,33.7,39.2
11/12/2014,20.2,93,13.5,68.4
12/12/2014,18.6,42,1.9,63.4
13/12/2014,18.9,60,0,43.2
14/12/2014,19.9,28,0,39.2
15/12/2014,20.8,7,0,37.4
16/12/2014,22.5,30,0.1,58.7
17/12/2014,20.3,52,0,51.1
18/12/2014,21.5,66,0.5,33.1
19/12/2014,19.4,33,0,47.5
20/12/2014,19.5,44,0,40
21/12/2014,21.3,10,0,45
22/12/2014,22.3,73,0,50.8
23/12/2014,22.8,83,1.2,35.6
24/12/2014,21.3,67,5.2,42.5
25/12/2014,22.5,87,16.5,38.5
26/12/2014,21.6,48,0,60.8
27/12/2014,20.1,100,0,32
28/12/2014,20.4,72,1.4,29.9
29/12/2014,22.7,13,0,29.5
30/12/2014,23.6,0,0,38.2
31/12/2014,21.3,49,1,43.6
1/01/2015,23.6,27,0,37.4
2/01/2015,23.4,87,0,34.6
3/01/2015,24.3,34,0,45.4
4/01/2015,24.8,52,10.2,46.8
5/01/2015,22.2,86,0.5,32
6/01/2015,23.1,58,1.4,33.5
7/01/2015,24,19,0,45.4
8/01/2015,23.6,8,0,45
9/01/2015,24.8,56,0.3,37.8
10/01/2015,24.4,92,11,25.2
11/01/2015,21.4,100,30.9,34.9
12/01/2015,21.6,75,3.1,54.7
13/01/2015,23.2,91,1.9,42.8
14/01/2015,26.3,33,0.8,45
15/01/2015,22.8,17,0.7,34.6
16/01/2015,23.2,21,0.5,26.6
17/01/2015,24.5,0,0,31
18/01/2015,23.1,48,0.2,45.4
19/01/2015,20.1,100,2,43.9
20/01/2015,21,94,3.7,49.7
21/01/2015,22.5,61,5.9,43.6
22/01/2015,23.3,27,1.1,41.4
23/01/2015,24.4,49,0,34.9
24/01/2015,24.3,41,0,40.7
25/01/2015,25.4,43,0,47.9
26/01/2015,20.7,99,3.2,41.8
27/01/2015,20,98,15.9,36.7
28/01/2015,19.8,84,13.2,47.2
29/01/2015,18.5,24,0,49.3
30/01/2015,19.8,31,0,34.9
31/01/2015,20.6,17,0.1,33.5
1/02/2015,20.1,63,1.8,38.2
2/02/2015,19.9,35,0.4,56.2
3/02/2015,20.7,46,0.7,39.6
4/02/2015,19.9,34,0.9,43.9
5/02/2015,21.1,75,2.1,39.2
6/02/2015,21.5,68,0.2,35.3
7/02/2015,22.2,25,0,36.4
8/02/2015,24.1,9,0,27.4
9/02/2015,23.4,49,0.4,45
10/02/2015,23.6,42,1.5,37.1
11/02/2015,23.9,21,0.6,40.3
12/02/2015,23.2,57,7.2,39.6
13/02/2015,22.8,67,3.9,41
14/02/2015,22.7,85,3.5,38.9
15/02/2015,23.7,35,1.3,30.6
16/02/2015,24,54,0,41.8
17/02/2015,23.7,8,0,49.3
18/02/2015,23.5,30,0.5,44.6
19/02/2015,23.3,40,0.9,40.7
20/02/2015,23.4,70,0.3,29.9
21/02/2015,22.5,81,2.7,31.7
22/02/2015,23.1,43,1.2,38.2
23/02/2015,23,56,1.8,33.8
24/02/2015,22.3,84,1.2,47.9
25/02/2015,21.3,93,3.4,37.4
26/02/2015,22.5,93,0.3,19.1
27/02/2015,22.4,42,0.7,29.2
28/02/2015,23.1,63,0,36
1/03/2015,24,42,13.1,58.7
2/03/2015,21.5,67,0,39.2
3/03/2015,21.8,29,0,38.5
4/03/2015,22.8,48,2.7,27
5/03/2015,20.9,12,0,53.3
6/03/2015,21.2,12,0,32.8
7/03/2015,21.3,61,0.4,42.8
8/03/2015,22.8,64,0.3,31.3
9/03/2015,22.8,41,0,34.2
10/03/2015,22.7,68,1.9,31.7
11/03/2015,23.4,73,1.4,26.6
12/03/2015,22.8,50,0.6,36.7
13/03/2015,19.6,85,4.9,40.7
14/03/2015,19.9,41,0.2,29.9
15/03/2015,19.7,41,2.1,60.8
16/03/2015,19.4,78,0.1,31.7
17/03/2015,20.1,62,0,33.1
18/03/2015,23,38,0.3,47.2
19/03/2015,22.8,1,0,30.2
20/03/2015,22.3,35,0.1,58.3
21/03/2015,20.9,92,0,43.9
22/03/2015,21.6,74,0.4,39.6
23/03/2015,22.7,78,0,37.1
24/03/2015,21.4,75,17.3,53.6
25/03/2015,19.3,26,0,30.6
26/03/2015,20.9,16,0,25.9
27/03/2015,19.3,0,0,33.1
28/03/2015,18.6,22,0,32
29/03/2015,20.2,91,0,31.3
30/03/2015,20.6,76,2.4,28.4
31/03/2015,20.1,62,7.4,28.8
1/04/2015,21.3,51,0.7,32.4
2/04/2015,22.3,98,0.5,51.1
3/04/2015,19.2,100,7.7,46.1
4/04/2015,17.9,98,45.9,36
5/04/2015,19.1,34,0.8,32.4
6/04/2015,18.9,63,2.5,28.8
7/04/2015,17.7,19,6.9,46.1
8/04/2015,17.6,74,0,55.1
9/04/2015,18,21,0,43.9
10/04/2015,17.4,62,1.5,37.4
11/04/2015,18,64,0.9,22
12/04/2015,17.7,40,0.2,43.9
13/04/2015,17.7,44,0,28.8
14/04/2015,17.6,48,0,26.6
15/04/2015,19.1,34,0,26.6
16/04/2015,21.3,41,0.2,40
17/04/2015,20.2,98,2.5,23.8
18/04/2015,22.1,95,2.2,35.6
19/04/2015,18,66,5.9,53.3
20/04/2015,15,96,60.5,72.7
21/04/2015,15.1,100,73.2,83.5
22/04/2015,16.9,98,59.4,73.1
23/04/2015,18.1,51,1.3,28.8
24/04/2015,18.4,46,0,29.5
25/04/2015,17.1,25,4.5,27.4
26/04/2015,15.6,67,1.8,56.5
27/04/2015,15.9,28,0,30.6
28/04/2015,15.6,13,0,33.5
29/04/2015,16,41,2.2,29.9
30/04/2015,16.8,80,7.2,34.2
1/05/2015,17,98,2,23.8
2/05/2015,18.7,98,10.5,29.2
3/05/2015,19,98,14.7,41.4
4/05/2015,18.2,58,0.2,32
5/05/2015,19.3,2,0,38.2
6/05/2015,15.5,0,0,27.7
7/05/2015,14.4,0,0,34.9
8/05/2015,14.6,0,0,28.1
9/05/2015,14.8,0,0,31.3
10/05/2015,15.2,14,0,46.8
11/05/2015,16.4,12,0,58
12/05/2015,16.2,17,0,39.6
13/05/2015,13.3,19,0.1,43.9
14/05/2015,12.8,4,0,34.2
15/05/2015,15.1,18,0,44.3
16/05/2015,15.8,39,0.5,38.2
17/05/2015,15.7,51,0.6,24.1
18/05/2015,15.7,85,0,18
19/05/2015,17,80,1.4,25.6
20/05/2015,18.6,54,0,38.2
21/05/2015,16.3,35,0,28.1
22/05/2015,14.7,85,6.8,61.9
23/05/2015,14.7,18,0,33.8
24/05/2015,14.1,40,0,16.9
25/05/2015,13.3,76,0,21.6
26/05/2015,14,55,0,17.6
27/05/2015,14.3,38,0,19.8
28/05/2015,15.4,66,0,19.1
29/05/2015,17,99,0.7,20.5
30/05/2015,14.5,99,0,16.6
31/05/2015,13.5,75,0,18
1/06/2015,12.3,7,0.1,54.4
2/06/2015,11.5,14,0,36.7
3/06/2015,12.2,12,0,21.6
4/06/2015,11.7,17,0,20.2
5/06/2015,11.3,50,0.7,30.2
6/06/2015,14,12,0,22.7
7/06/2015,14,24,0,24.5
8/06/2015,15.3,34,0,41.4
9/06/2015,16.1,16,0,24.5
10/06/2015,14.2,61,0.5,27
11/06/2015,14.8,55,0,25.6
12/06/2015,14.4,76,0.1,14.8
13/06/2015,15,80,0.1,21.6
14/06/2015,13.4,20,0,15.1
15/06/2015,14.9,88,0.8,17.3
16/06/2015,16.1,99,8.2,22.3
17/06/2015,15.4,82,12.9,23.4
18/06/2015,13.4,56,9.2,24.5
19/06/2015,12.2,72,13.8,38.5
20/06/2015,12,25,0,31
21/06/2015,12.2,57,0,20.9
22/06/2015,12.2,66,0,20.2
23/06/2015,13.5,26,0,24.5
24/06/2015,14.7,85,0,18.7
25/06/2015,13.7,58,2.5,30.6
26/06/2015,14.8,31,0,24.5
27/06/2015,12.3,1,0,16.2
28/06/2015,12.5,12,0,17.6
29/06/2015,13.9,54,0,15.1
30/06/2015,13.2,50,0,17.6
1/07/2015,11.8,34,1,26.6
2/07/2015,11,37,0,43.6
3/07/2015,11.1,8,0,30.2
4/07/2015,9,24,0,15.8
5/07/2015,9.8,25,0,15.1
6/07/2015,9.4,1,0,24.8
7/07/2015,11,32,0,40
8/07/2015,11.6,48,0.3,23.4
9/07/2015,11.2,24,0,15.1
10/07/2015,11,50,2.9,33.1
11/07/2015,12.5,34,1.3,25.6
12/07/2015,10.4,31,0,64.4
13/07/2015,11.3,52,5.7,59.8
14/07/2015,11.2,32,0,42.5
15/07/2015,9.4,21,0,17.6
16/07/2015,10,66,7.8,23.4
17/07/2015,9.7,77,6.2,65.9
18/07/2015,10.8,37,0,49.3
19/07/2015,11.8,40,0.8,31
20/07/2015,11.6,43,0.6,18.7
21/07/2015,12.2,27,0,27.7
22/07/2015,13.3,86,0,29.5
23/07/2015,13.1,70,2.4,20.9
24/07/2015,13.8,54,0,27
25/07/2015,14.3,21,0,28.4
26/07/2015,13.7,29,0,49
27/07/2015,10.3,0,0,43.9
28/07/2015,11.7,15,0,30.6
29/07/2015,12.4,31,0,19.4
30/07/2015,12.9,56,0,33.8
31/07/2015,13.5,14,0.4,28.1
1/08/2015,14.2,58,0,34.6
2/08/2015,16.4,26,0,45.4
3/08/2015,12.1,9,0,36
4/08/2015,10.1,40,0,25.6
5/08/2015,10,27,0,52.2
6/08/2015,10.8,17,0,35.6
7/08/2015,11.6,28,0,27.4
8/08/2015,11.7,13,0,29.5
9/08/2015,12.3,26,0,23.4
10/08/2015,13.4,3,0,29.9
11/08/2015,13.4,12,0,26.6
12/08/2015,10.9,24,0.3,63.4
13/08/2015,12.2,5,0,42.1
14/08/2015,12.5,3,0,20.2
15/08/2015,12.8,24,0,26.3
16/08/2015,14.1,30,0,25.2
17/08/2015,13.8,13,0,39.6
18/08/2015,11.7,11,0,28.4
19/08/2015,12.6,48,0,20.5
20/08/2015,14.1,5,0,24.8
21/08/2015,15.2,40,0,28.4
22/08/2015,18,40,1.6,34.6
23/08/2015,16,99,14.3,37.4
24/08/2015,15.9,96,15.5,20.2
25/08/2015,14.9,70,0.6,58.7
26/08/2015,15.3,57,1.8,37.4
27/08/2015,15,41,0.5,31.7
28/08/2015,13.9,35,0,46.1
29/08/2015,13.7,34,0,23.8
30/08/2015,12.9,17,0,28.8
31/08/2015,13.7,32,0,27.4
1/09/2015,13.1,0,0,24.5
2/09/2015,13.3,45,0.2,27
3/09/2015,15,74,7,49.3
4/09/2015,14.2,62,1,40.7
5/09/2015,14.2,37,0.1,35.6
6/09/2015,14.6,83,2.1,27.7
7/09/2015,16,8,0.2,45.4
8/09/2015,13.5,18,0,46.4
9/09/2015,13.9,2,0,27.7
10/09/2015,15.1,42,0,30.2
11/09/2015,15.8,10,0,30.6
12/09/2015,16.1,17,0,23.4
13/09/2015,16.8,5,0,31.3
14/09/2015,17.9,8,0,37.4
15/09/2015,19.7,4,0.1,66.2
16/09/2015,15.5,4,0,37.1
17/09/2015,14.6,54,4.4,34.9
18/09/2015,15.1,41,1,41
19/09/2015,15.5,61,3.4,33.1
20/09/2015,15.2,49,0.4,29.9
21/09/2015,16.7,39,0,27
22/09/2015,14.6,33,0.1,48.2
23/09/2015,12,25,0,69.8
24/09/2015,12.2,52,0.4,63.4
25/09/2015,14,74,4.2,56.9
26/09/2015,15.2,68,0,38.2
27/09/2015,14.8,42,0.4,42.1
28/09/2015,15.4,22,0,29.9
29/09/2015,17.2,18,0,22.7
30/09/2015,17,60,0,34.9
1/10/2015,18.9,28,0,40.3
2/10/2015,18.7,14,0,36
3/10/2015,20.8,0,0,22.7
4/10/2015,23.8,34,0,44.6
5/10/2015,23.6,42,0,20.9
6/10/2015,24.3,25,0,29.9
7/10/2015,18.6,70,0,61.2
8/10/2015,18.1,99,0.1,35.6
9/10/2015,19.1,18,0,35.6
10/10/2015,19.3,24,0,31.3
11/10/2015,19.5,85,1.6,28.8
12/10/2015,20.7,31,1,49.3
13/10/2015,18.4,86,3,40.3
14/10/2015,19,40,0.5,39.2
15/10/2015,19.9,23,0,41
16/10/2015,22,7,0,37.4
17/10/2015,20.9,42,1.8,32.8
18/10/2015,19.6,92,1.1,31
19/10/2015,21,65,0,38.5
20/10/2015,22.5,22,1.8,30.6
21/10/2015,22.9,63,2.5,33.8
22/10/2015,18.4,83,21.5,57.6
23/10/2015,17.4,62,0,38.9
24/10/2015,18.1,23,0,38.9
25/10/2015,19.9,21,0,34.6
26/10/2015,21.9,63,3.5,57.6
27/10/2015,16.9,96,1.9,56.2
28/10/2015,17.6,81,0,33.8
29/10/2015,18.3,12,0,37.1
30/10/2015,18.8,58,0,38.2
31/10/2015,19.6,87,2.4,38.5
1/11/2015,20.8,58,2.7,35.6
2/11/2015,22.5,75,2,42.8
3/11/2015,19.1,100,4.1,43.9
4/11/2015,19.1,100,10.9,43.9
5/11/2015,19.6,98,5.9,60.8
6/11/2015,22.1,51,1.6,45.7
7/11/2015,19.4,56,3.4,49
8/11/2015,17.9,69,0.4,44.6
9/11/2015,18.4,74,0,29.2
10/11/2015,19.9,45,0,30.2
11/11/2015,20.4,93,1.9,34.6
12/11/2015,20.7,91,0.9,36.4
13/11/2015,20.7,81,8,47.2
14/11/2015,18.4,100,4.4,34.6
15/11/2015,17.2,82,7.8,42.5
16/11/2015,17.6,36,0.8,30.2
17/11/2015,19.3,6,0,37.1
18/11/2015,24,9,0,49.3
19/11/2015,24.3,17,0,24.5
20/11/2015,27.6,11,0,55.1
21/11/2015,19.7,83,0.3,48.2
22/11/2015,19.5,78,0.3,32.8
23/11/2015,20.2,32,0,50.8
24/11/2015,20.7,34,0.3,49.7
25/11/2015,23.3,0,0,37.8
26/11/2015,25.6,34,0,54
27/11/2015,19.3,68,0,39.6
28/11/2015,20.8,86,0.9,44.6
29/11/2015,21.8,56,1.3,41.4
30/11/2015,21.3,10,0,43.2
1/12/2015,26.1,35,0,46.1
2/12/2015,19.7,72,0.9,63.4
3/12/2015,19,65,0.6,34.6
4/12/2015,19.6,36,0.1,37.1
